customer_id,amount,booking_id,room_nights_with_status_2,amount,booking_id,room_nights_with_status_2,amount,booking_id,room_nights_with_status_2
33581,2363.0,1.0,1 days 00:00:00.000000000,2729.0,1.0,1 days 00:00:00.000000000,,,
33657,,,,2469.0,1.0,0 days 00:00:00.000000000,,,
33824,5588.0,2.0,1 days 00:00:00.000000000,2534.0,1.0,0 days 00:00:00.000000000,,,
33838,,,,,,,7798.0,2.0,1 days 00:00:00.000000000
33926,2469.0,1.0,1 days 00:00:00.000000000,5198.0,2.0,1 days 00:00:00.000000000,,,
33945,10784.0,2.0,2 days 00:00:00.000000000,,,,,,
33978,4874.0,1.0,1 days 00:00:00.000000000,,,,8705.0,1.0,4 days 00:00:00.000000000
34066,,,,,,,2100.0,1.0,0 days 00:00:00.000000000
34224,,,,3249.0,1.0,0 days 00:00:00.000000000,,,
34633,3205.0,1.0,0 days 00:00:00.000000000,,,,,,
34654,4418.0,2.0,2 days 00:00:00.000000000,,,,,,
34712,3899.0,1.0,1 days 00:00:00.000000000,4224.0,1.0,1 days 00:00:00.000000000,,,
35093,,,,,,,7344.0,1.0,0 days 00:00:00.000000000
35242,,,,,,,1754.0,1.0,1 days 00:00:00.000000000
35292,3834.0,1.0,1 days 00:00:00.000000000,,,,,,
35354,13066.0,2.0,5 days 00:00:00.000000000,,,,,,
35610,2079.0,1.0,1 days 00:00:00.000000000,,,,,,
35729,4532.0,2.0,0 days 00:00:00.000000000,,,,,,
35737,,,,2079.0,1.0,0 days 00:00:00.000000000,,,
35857,14621.0,1.0,3 days 00:00:00.000000000,,,,,,
35923,1665.0,1.0,0 days 00:00:00.000000000,,,,,,
36096,,,,10721.0,1.0,3 days 00:00:00.000000000,,,
36152,,,,3948.0,2.0,2 days 00:00:00.000000000,,,
36632,,,,,,,3812.0,1.0,2 days 00:00:00.000000000
36635,,,,8094.0,2.0,3 days 00:00:00.000000000,,,
36718,2794.0,1.0,0 days 00:00:00.000000000,,,,,,
36787,2284.0,1.0,1 days 00:00:00.000000000,,,,,,
36818,4417.0,1.0,2 days 00:00:00.000000000,,,,,,
36923,,,,,,,6173.0,2.0,1 days 00:00:00.000000000
37146,,,,,,,5048.0,1.0,1 days 00:00:00.000000000
37171,,,,1689.0,1.0,1 days 00:00:00.000000000,,,
37363,13644.0,1.0,0 days 00:00:00.000000000,,,,,,
37423,12689.0,2.0,5 days 00:00:00.000000000,14212.0,2.0,6 days 00:00:00.000000000,,,
37618,,,,8708.0,2.0,1 days 00:00:00.000000000,,,
37622,,,,8057.0,1.0,2 days 00:00:00.000000000,,,
37827,,,,12475.0,1.0,0 days 00:00:00.000000000,,,
37981,5912.0,3.0,2 days 00:00:00.000000000,,,,2014.0,1.0,0 days 00:00:00.000000000
38109,1212.0,1.0,0 days 00:00:00.000000000,,,,,,
38145,,,,2469.0,1.0,1 days 00:00:00.000000000,,,
38733,21055.0,1.0,0 days 00:00:00.000000000,,,,,,
38803,12992.0,2.0,5 days 00:00:00.000000000,,,,,,
38832,,,,1386.0,1.0,1 days 00:00:00.000000000,,,
38837,,,,2989.0,1.0,0 days 00:00:00.000000000,,,
38870,2924.0,1.0,0 days 00:00:00.000000000,,,,,,
39047,,,,,,,6368.0,2.0,1 days 00:00:00.000000000
39669,,,,,,,16634.0,1.0,3 days 00:00:00.000000000
39744,2924.0,1.0,0 days 00:00:00.000000000,,,,,,
39801,,,,,,,1884.0,1.0,0 days 00:00:00.000000000
39916,,,,,,,3664.0,2.0,2 days 00:00:00.000000000
40035,2014.0,1.0,1 days 00:00:00.000000000,,,,,,
40124,,,,,,,2461.0,1.0,0 days 00:00:00.000000000
40129,,,,,,,1949.0,1.0,1 days 00:00:00.000000000
40151,3247.0,1.0,2 days 00:00:00.000000000,,,,,,
40182,3588.0,1.0,1 days 00:00:00.000000000,,,,,,
40195,,,,2274.0,1.0,1 days 00:00:00.000000000,,,
40671,1949.0,1.0,1 days 00:00:00.000000000,,,,,,
40906,,,,2573.0,1.0,1 days 00:00:00.000000000,,,
40981,,,,5719.0,1.0,1 days 00:00:00.000000000,3119.0,1.0,1 days 00:00:00.000000000
41023,,,,3444.0,1.0,0 days 00:00:00.000000000,,,
41034,,,,2339.0,1.0,1 days 00:00:00.000000000,7732.0,1.0,0 days 00:00:00.000000000
41043,,,,8188.0,2.0,0 days 00:00:00.000000000,,,
41098,,,,,,,2014.0,1.0,1 days 00:00:00.000000000
41279,,,,,,,3509.0,1.0,1 days 00:00:00.000000000
41471,9421.0,4.0,2 days 00:00:00.000000000,,,,2339.0,1.0,1 days 00:00:00.000000000
41627,,,,2079.0,1.0,1 days 00:00:00.000000000,2306.0,1.0,1 days 00:00:00.000000000
41757,,,,,,,3509.0,1.0,1 days 00:00:00.000000000
41895,,,,2796.0,1.0,0 days 00:00:00.000000000,,,
42287,,,,2144.0,1.0,1 days 00:00:00.000000000,,,
42304,7406.0,1.0,0 days 00:00:00.000000000,,,,,,
42387,11353.0,3.0,5 days 00:00:00.000000000,,,,2568.0,1.0,1 days 00:00:00.000000000
42484,,,,,,,1949.0,1.0,1 days 00:00:00.000000000
42513,,,,2274.0,1.0,0 days 00:00:00.000000000,,,
42520,,,,2144.0,1.0,1 days 00:00:00.000000000,,,
42531,1949.0,1.0,1 days 00:00:00.000000000,,,,,,
42551,1884.0,1.0,1 days 00:00:00.000000000,,,,,,
42741,7666.0,2.0,2 days 00:00:00.000000000,,,,2729.0,1.0,1 days 00:00:00.000000000
42849,,,,2144.0,1.0,0 days 00:00:00.000000000,,,
42878,19297.0,1.0,0 days 00:00:00.000000000,,,,,,
43107,,,,9683.0,2.0,1 days 00:00:00.000000000,4419.0,1.0,1 days 00:00:00.000000000
43285,,,,,,,2339.0,1.0,1 days 00:00:00.000000000
43287,2014.0,1.0,1 days 00:00:00.000000000,,,,1949.0,1.0,1 days 00:00:00.000000000
43374,6201.0,1.0,2 days 00:00:00.000000000,,,,,,
43432,,,,,,,5590.0,1.0,2 days 00:00:00.000000000
43500,16701.0,2.0,3 days 00:00:00.000000000,,,,,,
43523,2989.0,1.0,0 days 00:00:00.000000000,,,,,,
43620,,,,5717.0,1.0,2 days 00:00:00.000000000,,,
43827,4354.0,1.0,0 days 00:00:00.000000000,,,,,,
43860,,,,2558.0,1.0,1 days 00:00:00.000000000,,,
43903,1494.0,1.0,0 days 00:00:00.000000000,,,,,,
43966,,,,1685.0,1.0,1 days 00:00:00.000000000,,,
44047,17155.0,1.0,4 days 00:00:00.000000000,,,,,,
44087,,,,18455.0,1.0,0 days 00:00:00.000000000,,,
44138,,,,,,,2209.0,1.0,0 days 00:00:00.000000000
44199,2274.0,1.0,0 days 00:00:00.000000000,2274.0,1.0,1 days 00:00:00.000000000,,,
44291,3898.0,2.0,0 days 00:00:00.000000000,2144.0,1.0,1 days 00:00:00.000000000,,,
44356,4418.0,2.0,2 days 00:00:00.000000000,2404.0,1.0,1 days 00:00:00.000000000,,,
44371,2339.0,1.0,1 days 00:00:00.000000000,,,,,,
44490,5719.0,1.0,1 days 00:00:00.000000000,,,,,,
45089,1884.0,1.0,0 days 00:00:00.000000000,1732.0,1.0,0 days 00:00:00.000000000,,,
45090,,,,5654.0,1.0,1 days 00:00:00.000000000,,,
45318,,,,2794.0,1.0,1 days 00:00:00.000000000,,,
45386,,,,1977.0,1.0,0 days 00:00:00.000000000,,,
45412,12800.0,5.0,4 days 00:00:00.000000000,4808.0,2.0,1 days 00:00:00.000000000,,,
45445,1884.0,1.0,1 days 00:00:00.000000000,,,,,,
45569,,,,4808.0,2.0,1 days 00:00:00.000000000,,,
45602,,,,5978.0,2.0,1 days 00:00:00.000000000,,,
45625,1819.0,1.0,1 days 00:00:00.000000000,,,,,,
45644,10784.0,2.0,4 days 00:00:00.000000000,6821.0,1.0,3 days 00:00:00.000000000,9160.0,2.0,4 days 00:00:00.000000000
45817,,,,4287.0,1.0,0 days 00:00:00.000000000,,,
45876,,,,2144.0,1.0,1 days 00:00:00.000000000,,,
45972,,,,4419.0,1.0,1 days 00:00:00.000000000,,,
46095,,,,29375.0,1.0,12 days 00:00:00.000000000,,,
46097,,,,5132.0,1.0,2 days 00:00:00.000000000,,,
46140,12995.0,1.0,4 days 00:00:00.000000000,2469.0,1.0,1 days 00:00:00.000000000,,,
46167,6757.0,1.0,0 days 00:00:00.000000000,6107.0,1.0,2 days 00:00:00.000000000,,,
46174,,,,,,,2794.0,1.0,1 days 00:00:00.000000000
46179,,,,2144.0,1.0,0 days 00:00:00.000000000,,,
46268,1893.0,1.0,0 days 00:00:00.000000000,,,,,,
46373,2729.0,1.0,0 days 00:00:00.000000000,,,,,,
46434,,,,7602.0,1.0,2 days 00:00:00.000000000,,,
46444,,,,11435.0,1.0,0 days 00:00:00.000000000,,,
46608,3271.0,1.0,1 days 00:00:00.000000000,,,,,,
46697,2209.0,1.0,0 days 00:00:00.000000000,,,,,,
46857,,,,3851.0,1.0,1 days 00:00:00.000000000,,,
46975,,,,,,,2106.0,1.0,1 days 00:00:00.000000000
46976,,,,5134.0,1.0,1 days 00:00:00.000000000,5654.0,1.0,0 days 00:00:00.000000000
47054,,,,2209.0,1.0,1 days 00:00:00.000000000,,,
47195,,,,,,,5631.0,3.0,3 days 00:00:00.000000000
47251,,,,,,,8518.0,2.0,3 days 00:00:00.000000000
47276,,,,3229.0,1.0,0 days 00:00:00.000000000,,,
47342,,,,11692.0,2.0,5 days 00:00:00.000000000,,,
47396,,,,10135.0,1.0,4 days 00:00:00.000000000,,,
47628,,,,,,,4299.0,2.0,2 days 00:00:00.000000000
47695,,,,2469.0,1.0,1 days 00:00:00.000000000,,,
47827,,,,,,,2491.0,1.0,1 days 00:00:00.000000000
47942,3508.0,2.0,2 days 00:00:00.000000000,,,,,,
47963,2209.0,1.0,1 days 00:00:00.000000000,4186.0,2.0,2 days 00:00:00.000000000,,,
48070,,,,,,,2729.0,1.0,1 days 00:00:00.000000000
48403,,,,2989.0,1.0,0 days 00:00:00.000000000,,,
48615,3314.0,1.0,1 days 00:00:00.000000000,,,,,,
48657,,,,2857.0,1.0,2 days 00:00:00.000000000,,,
48663,,,,,,,3055.0,1.0,1 days 00:00:00.000000000
48699,15141.0,2.0,3 days 00:00:00.000000000,,,,,,
48802,,,,3054.0,1.0,0 days 00:00:00.000000000,,,
48864,,,,,,,37166.0,1.0,11 days 00:00:00.000000000
48935,1949.0,1.0,0 days 00:00:00.000000000,,,,,,
49071,,,,,,,31192.0,2.0,6 days 00:00:00.000000000
49194,,,,1872.0,1.0,0 days 00:00:00.000000000,,,
49431,2469.0,1.0,1 days 00:00:00.000000000,,,,,,
49442,4223.0,2.0,1 days 00:00:00.000000000,,,,,,
49454,,,,2582.0,1.0,0 days 00:00:00.000000000,,,
49619,12474.0,2.0,2 days 00:00:00.000000000,,,,,,
49800,,,,2209.0,1.0,0 days 00:00:00.000000000,,,
50009,,,,7602.0,1.0,2 days 00:00:00.000000000,,,
50174,5517.0,2.0,1 days 00:00:00.000000000,,,,,,
50187,,,,2794.0,1.0,1 days 00:00:00.000000000,,,
50396,,,,3899.0,1.0,1 days 00:00:00.000000000,,,
50419,12212.0,2.0,0 days 00:00:00.000000000,,,,,,
50471,,,,3119.0,1.0,1 days 00:00:00.000000000,,,
50501,,,,5145.0,1.0,2 days 00:00:00.000000000,,,
50594,,,,1949.0,1.0,0 days 00:00:00.000000000,,,
50628,3704.0,1.0,1 days 00:00:00.000000000,,,,,,
50641,3444.0,1.0,0 days 00:00:00.000000000,,,,,,
50869,5092.0,2.0,1 days 00:00:00.000000000,,,,,,
50900,2729.0,1.0,0 days 00:00:00.000000000,,,,,,
50932,,,,,,,15486.0,1.0,0 days 00:00:00.000000000
50957,,,,2599.0,1.0,0 days 00:00:00.000000000,,,
50981,,,,2664.0,1.0,0 days 00:00:00.000000000,,,
51009,,,,,,,5837.0,1.0,2 days 00:00:00.000000000
51037,,,,,,,1429.0,1.0,1 days 00:00:00.000000000
51090,,,,2035.0,1.0,0 days 00:00:00.000000000,,,
51367,,,,5004.0,1.0,1 days 00:00:00.000000000,2802.0,1.0,1 days 00:00:00.000000000
51469,,,,,,,2859.0,1.0,1 days 00:00:00.000000000
51525,,,,11887.0,1.0,4 days 00:00:00.000000000,,,
51963,,,,3378.0,2.0,2 days 00:00:00.000000000,,,
51987,5912.0,3.0,2 days 00:00:00.000000000,,,,2014.0,1.0,1 days 00:00:00.000000000
52262,,,,2274.0,1.0,0 days 00:00:00.000000000,,,
52281,,,,,,,9353.0,3.0,2 days 00:00:00.000000000
52445,2079.0,1.0,1 days 00:00:00.000000000,,,,2144.0,1.0,1 days 00:00:00.000000000
52447,,,,2136.0,1.0,0 days 00:00:00.000000000,,,
52458,,,,,,,11166.0,1.0,7 days 00:00:00.000000000
52555,,,,1689.0,1.0,1 days 00:00:00.000000000,,,
52617,,,,5327.0,1.0,2 days 00:00:00.000000000,5392.0,1.0,2 days 00:00:00.000000000
52680,,,,22353.0,2.0,6 days 00:00:00.000000000,,,
52787,1754.0,1.0,1 days 00:00:00.000000000,,,,,,
52795,,,,,,,3509.0,1.0,1 days 00:00:00.000000000
52850,,,,14149.0,1.0,4 days 00:00:00.000000000,,,
53008,,,,6628.0,2.0,0 days 00:00:00.000000000,3314.0,1.0,1 days 00:00:00.000000000
53022,1856.0,1.0,0 days 00:00:00.000000000,,,,,,
53047,,,,,,,1624.0,1.0,1 days 00:00:00.000000000
53257,,,,,,,2469.0,1.0,1 days 00:00:00.000000000
53581,,,,,,,2924.0,1.0,1 days 00:00:00.000000000
53934,2274.0,1.0,0 days 00:00:00.000000000,,,,,,
53976,2209.0,1.0,1 days 00:00:00.000000000,,,,,,
54065,,,,4678.0,2.0,2 days 00:00:00.000000000,2144.0,1.0,1 days 00:00:00.000000000
54134,,,,2274.0,1.0,0 days 00:00:00.000000000,,,
54218,,,,4743.0,2.0,0 days 00:00:00.000000000,,,
54504,,,,7796.0,1.0,0 days 00:00:00.000000000,,,
54558,1689.0,1.0,1 days 00:00:00.000000000,,,,,,
54699,,,,,,,1715.0,1.0,0 days 00:00:00.000000000
54842,,,,,,,44314.0,2.0,4 days 00:00:00.000000000
55090,1949.0,1.0,1 days 00:00:00.000000000,,,,,,
55143,28517.0,4.0,5 days 00:00:00.000000000,7018.0,2.0,2 days 00:00:00.000000000,,,
55188,,,,,,,3769.0,1.0,1 days 00:00:00.000000000
55271,2188.0,1.0,1 days 00:00:00.000000000,,,,,,
55369,7927.0,1.0,0 days 00:00:00.000000000,,,,7534.0,2.0,4 days 00:00:00.000000000
55384,,,,6367.0,1.0,0 days 00:00:00.000000000,,,
55389,,,,,,,2285.0,1.0,1 days 00:00:00.000000000
55452,,,,9094.0,2.0,2 days 00:00:00.000000000,,,
55490,,,,,,,6236.0,1.0,3 days 00:00:00.000000000
55529,,,,,,,13774.0,2.0,4 days 00:00:00.000000000
55556,,,,2339.0,1.0,0 days 00:00:00.000000000,,,
55575,,,,3184.0,1.0,1 days 00:00:00.000000000,,,
55576,,,,1949.0,1.0,1 days 00:00:00.000000000,,,
55660,,,,,,,1689.0,1.0,1 days 00:00:00.000000000
55794,,,,,,,1364.0,1.0,0 days 00:00:00.000000000
55815,,,,2469.0,1.0,1 days 00:00:00.000000000,,,
56000,,,,7734.0,1.0,3 days 00:00:00.000000000,,,
56281,,,,,,,21509.0,1.0,3 days 00:00:00.000000000
56421,2339.0,1.0,1 days 00:00:00.000000000,,,,,,
56558,3574.0,1.0,1 days 00:00:00.000000000,,,,3285.0,1.0,1 days 00:00:00.000000000
56630,9357.0,1.0,0 days 00:00:00.000000000,,,,,,
56694,5133.0,2.0,0 days 00:00:00.000000000,3444.0,1.0,1 days 00:00:00.000000000,,,
56894,,,,5263.0,2.0,2 days 00:00:00.000000000,4028.0,2.0,2 days 00:00:00.000000000
56905,,,,,,,10979.0,4.0,5 days 00:00:00.000000000
57004,,,,3286.0,1.0,1 days 00:00:00.000000000,,,
57210,,,,,,,3314.0,1.0,0 days 00:00:00.000000000
57335,,,,3183.0,2.0,1 days 00:00:00.000000000,,,
57438,,,,8575.0,1.0,4 days 00:00:00.000000000,,,
57569,,,,,,,9122.0,1.0,3 days 00:00:00.000000000
57573,2144.0,1.0,1 days 00:00:00.000000000,,,,,,
57736,,,,,,,20320.0,3.0,0 days 00:00:00.000000000
57757,,,,,,,8966.0,1.0,0 days 00:00:00.000000000
57801,3682.0,2.0,1 days 00:00:00.000000000,27975.0,11.0,9 days 00:00:00.000000000,31386.0,15.0,9 days 00:00:00.000000000
57835,,,,,,,6427.0,1.0,2 days 00:00:00.000000000
57879,2794.0,1.0,0 days 00:00:00.000000000,,,,,,
58187,,,,2014.0,1.0,1 days 00:00:00.000000000,,,
58198,,,,,,,34172.0,4.0,9 days 00:00:00.000000000
58266,,,,,,,2339.0,1.0,1 days 00:00:00.000000000
58429,,,,,,,71357.0,6.0,16 days 00:00:00.000000000
58754,,,,1429.0,1.0,0 days 00:00:00.000000000,,,
58858,,,,7861.0,2.0,3 days 00:00:00.000000000,,,
58871,,,,2339.0,1.0,1 days 00:00:00.000000000,,,
59024,,,,,,,12220.0,1.0,4 days 00:00:00.000000000
59140,,,,,,,3769.0,1.0,1 days 00:00:00.000000000
59211,,,,,,,2209.0,1.0,1 days 00:00:00.000000000
59358,,,,,,,1949.0,1.0,0 days 00:00:00.000000000
59454,25147.0,3.0,0 days 00:00:00.000000000,,,,,,
59546,6461.0,2.0,2 days 00:00:00.000000000,,,,,,
59634,2640.0,1.0,0 days 00:00:00.000000000,,,,,,
59752,,,,,,,1689.0,1.0,1 days 00:00:00.000000000
59828,,,,3194.0,1.0,1 days 00:00:00.000000000,,,
59866,1949.0,1.0,1 days 00:00:00.000000000,2014.0,1.0,1 days 00:00:00.000000000,,,
59877,4617.0,2.0,1 days 00:00:00.000000000,1958.0,1.0,0 days 00:00:00.000000000,,,
59986,,,,3054.0,1.0,1 days 00:00:00.000000000,2209.0,1.0,1 days 00:00:00.000000000
60132,4157.0,1.0,2 days 00:00:00.000000000,2267.0,1.0,0 days 00:00:00.000000000,,,
60211,,,,2469.0,1.0,0 days 00:00:00.000000000,,,
60231,1949.0,1.0,1 days 00:00:00.000000000,,,,,,
60296,,,,,,,2859.0,1.0,0 days 00:00:00.000000000
60319,3899.0,1.0,0 days 00:00:00.000000000,,,,,,
60327,,,,,,,2209.0,1.0,0 days 00:00:00.000000000
60375,,,,,,,2469.0,1.0,1 days 00:00:00.000000000
60395,,,,5067.0,3.0,3 days 00:00:00.000000000,,,
60406,6237.0,2.0,1 days 00:00:00.000000000,,,,,,
60460,2404.0,1.0,0 days 00:00:00.000000000,,,,,,
60515,2079.0,1.0,0 days 00:00:00.000000000,,,,,,
60557,3444.0,1.0,0 days 00:00:00.000000000,,,,,,
60635,,,,2209.0,1.0,1 days 00:00:00.000000000,,,
60864,,,,10527.0,1.0,2 days 00:00:00.000000000,,,
60998,,,,,,,5728.0,1.0,2 days 00:00:00.000000000
61254,1949.0,1.0,1 days 00:00:00.000000000,,,,,,
61311,2404.0,1.0,0 days 00:00:00.000000000,3963.0,2.0,1 days 00:00:00.000000000,1884.0,1.0,1 days 00:00:00.000000000
61353,,,,2924.0,1.0,1 days 00:00:00.000000000,,,
61396,6367.0,1.0,0 days 00:00:00.000000000,,,,,,
61516,,,,,,,4126.0,1.0,1 days 00:00:00.000000000
61550,,,,6627.0,1.0,0 days 00:00:00.000000000,,,
61602,2534.0,1.0,0 days 00:00:00.000000000,,,,,,
61768,4219.0,2.0,1 days 00:00:00.000000000,,,,,,
61856,,,,13054.0,2.0,3 days 00:00:00.000000000,,,
61890,,,,5328.0,2.0,2 days 00:00:00.000000000,,,
61921,2209.0,1.0,0 days 00:00:00.000000000,,,,,,
62006,,,,13870.0,3.0,3 days 00:00:00.000000000,,,
62098,2144.0,1.0,1 days 00:00:00.000000000,,,,,,
62101,2192.0,1.0,1 days 00:00:00.000000000,,,,,,
62184,2469.0,1.0,0 days 00:00:00.000000000,,,,,,
62188,7016.0,1.0,3 days 00:00:00.000000000,,,,12279.0,4.0,2 days 00:00:00.000000000
62390,,,,,,,2924.0,1.0,0 days 00:00:00.000000000
62527,,,,,,,2989.0,1.0,1 days 00:00:00.000000000
62582,,,,,,,4937.0,1.0,0 days 00:00:00.000000000
62595,21212.0,1.0,0 days 00:00:00.000000000,,,,,,
62642,5002.0,1.0,2 days 00:00:00.000000000,,,,,,
62941,,,,,,,9355.0,1.0,4 days 00:00:00.000000000
63032,4678.0,2.0,2 days 00:00:00.000000000,,,,5067.0,1.0,2 days 00:00:00.000000000
63053,,,,,,,21631.0,1.0,0 days 00:00:00.000000000
63082,,,,4507.0,2.0,1 days 00:00:00.000000000,,,
63372,,,,1903.0,1.0,1 days 00:00:00.000000000,,,
63511,,,,,,,1912.0,1.0,1 days 00:00:00.000000000
63569,1594.0,1.0,0 days 00:00:00.000000000,,,,,,
63731,,,,2469.0,1.0,1 days 00:00:00.000000000,,,
63819,8949.0,2.0,2 days 00:00:00.000000000,,,,,,
63907,,,,2664.0,1.0,1 days 00:00:00.000000000,2794.0,1.0,1 days 00:00:00.000000000
63945,,,,,,,2200.0,1.0,1 days 00:00:00.000000000
63947,1494.0,1.0,0 days 00:00:00.000000000,,,,,,
63953,,,,,,,2989.0,1.0,0 days 00:00:00.000000000
64143,,,,3704.0,1.0,1 days 00:00:00.000000000,,,
64360,,,,,,,2664.0,1.0,0 days 00:00:00.000000000
64380,,,,,,,10719.0,1.0,5 days 00:00:00.000000000
64580,,,,,,,119629.0,1.0,0 days 00:00:00.000000000
64673,,,,4224.0,1.0,1 days 00:00:00.000000000,,,
64784,,,,6107.0,1.0,0 days 00:00:00.000000000,,,
64828,,,,,,,8912.0,4.0,1 days 00:00:00.000000000
64904,2427.0,1.0,1 days 00:00:00.000000000,,,,,,
64956,3899.0,1.0,1 days 00:00:00.000000000,,,,,,
65068,,,,,,,1624.0,1.0,1 days 00:00:00.000000000
65208,5589.0,1.0,1 days 00:00:00.000000000,,,,,,
65242,,,,1494.0,1.0,0 days 00:00:00.000000000,,,
65516,,,,2144.0,1.0,0 days 00:00:00.000000000,,,
65660,8834.0,2.0,5 days 00:00:00.000000000,,,,,,
65796,6822.0,3.0,3 days 00:00:00.000000000,,,,,,
65873,3119.0,1.0,1 days 00:00:00.000000000,,,,,,
65977,,,,3249.0,1.0,1 days 00:00:00.000000000,,,
66097,3574.0,1.0,0 days 00:00:00.000000000,,,,,,
66108,,,,3119.0,1.0,0 days 00:00:00.000000000,,,
66504,24615.0,3.0,6 days 00:00:00.000000000,,,,20531.0,2.0,7 days 00:00:00.000000000
66598,,,,3184.0,1.0,1 days 00:00:00.000000000,,,
66762,3509.0,1.0,1 days 00:00:00.000000000,9487.0,3.0,1 days 00:00:00.000000000,12801.0,4.0,4 days 00:00:00.000000000
66828,4744.0,1.0,0 days 00:00:00.000000000,,,,,,
66896,,,,,,,2144.0,1.0,0 days 00:00:00.000000000
66909,,,,,,,4389.0,1.0,2 days 00:00:00.000000000
67129,7618.0,1.0,4 days 00:00:00.000000000,,,,,,
67277,4872.0,1.0,2 days 00:00:00.000000000,,,,,,
67529,,,,2664.0,1.0,1 days 00:00:00.000000000,1299.0,1.0,1 days 00:00:00.000000000
67635,,,,2989.0,1.0,0 days 00:00:00.000000000,,,
67664,1884.0,1.0,0 days 00:00:00.000000000,,,,,,
67726,6108.0,2.0,2 days 00:00:00.000000000,,,,,,
67743,2144.0,1.0,0 days 00:00:00.000000000,,,,5523.0,2.0,0 days 00:00:00.000000000
67744,,,,1664.0,1.0,1 days 00:00:00.000000000,,,
67747,,,,3463.0,1.0,2 days 00:00:00.000000000,,,
67915,,,,,,,1912.0,1.0,1 days 00:00:00.000000000
68109,,,,3785.0,2.0,1 days 00:00:00.000000000,,,
68127,2339.0,1.0,1 days 00:00:00.000000000,,,,,,
68193,14035.0,1.0,0 days 00:00:00.000000000,8705.0,1.0,0 days 00:00:00.000000000,29633.0,4.0,0 days 00:00:00.000000000
68240,2005.0,1.0,1 days 00:00:00.000000000,,,,,,
68265,,,,2443.0,1.0,0 days 00:00:00.000000000,,,
68688,,,,8596.0,1.0,2 days 00:00:00.000000000,,,
68720,,,,2339.0,1.0,1 days 00:00:00.000000000,,,
68800,6510.0,1.0,0 days 00:00:00.000000000,,,,,,
68866,6824.0,1.0,0 days 00:00:00.000000000,,,,,,
68922,2339.0,1.0,1 days 00:00:00.000000000,2079.0,1.0,1 days 00:00:00.000000000,2404.0,1.0,1 days 00:00:00.000000000
69059,,,,9747.0,1.0,2 days 00:00:00.000000000,10397.0,1.0,2 days 00:00:00.000000000
69073,2209.0,1.0,1 days 00:00:00.000000000,,,,,,
69202,,,,2469.0,1.0,1 days 00:00:00.000000000,2534.0,1.0,1 days 00:00:00.000000000
69332,,,,,,,3767.0,1.0,2 days 00:00:00.000000000
69366,5522.0,1.0,0 days 00:00:00.000000000,,,,,,
69402,2852.0,1.0,1 days 00:00:00.000000000,,,,,,
69450,8381.0,4.0,2 days 00:00:00.000000000,,,,,,
69522,,,,1936.0,1.0,1 days 00:00:00.000000000,,,
69586,,,,,,,2006.0,1.0,1 days 00:00:00.000000000
69610,9554.0,1.0,1 days 00:00:00.000000000,,,,,,
69650,,,,,,,4091.0,1.0,3 days 00:00:00.000000000
69680,,,,,,,3964.0,1.0,0 days 00:00:00.000000000
69723,,,,1494.0,1.0,1 days 00:00:00.000000000,,,
69750,10332.0,3.0,1 days 00:00:00.000000000,,,,,,
69769,3119.0,1.0,1 days 00:00:00.000000000,,,,,,
69807,,,,4027.0,1.0,2 days 00:00:00.000000000,,,
69881,,,,3379.0,1.0,0 days 00:00:00.000000000,,,
69975,,,,1689.0,1.0,1 days 00:00:00.000000000,,,
70196,,,,2339.0,1.0,0 days 00:00:00.000000000,,,
70262,,,,,,,1169.0,1.0,1 days 00:00:00.000000000
70263,,,,3416.0,1.0,1 days 00:00:00.000000000,,,
70558,,,,,,,3184.0,1.0,1 days 00:00:00.000000000
70651,,,,,,,7992.0,3.0,3 days 00:00:00.000000000
70892,2664.0,1.0,1 days 00:00:00.000000000,,,,,,
70944,,,,4677.0,1.0,2 days 00:00:00.000000000,,,
71170,2987.0,1.0,2 days 00:00:00.000000000,,,,,,
71320,,,,,,,2534.0,1.0,0 days 00:00:00.000000000
71338,2404.0,1.0,1 days 00:00:00.000000000,,,,,,
71382,9159.0,2.0,4 days 00:00:00.000000000,4540.0,1.0,2 days 00:00:00.000000000,11628.0,3.0,5 days 00:00:00.000000000
71428,3899.0,1.0,1 days 00:00:00.000000000,7925.0,1.0,3 days 00:00:00.000000000,,,
71704,1754.0,1.0,1 days 00:00:00.000000000,2144.0,1.0,1 days 00:00:00.000000000,,,
71766,,,,,,,1624.0,1.0,1 days 00:00:00.000000000
71800,1594.0,1.0,0 days 00:00:00.000000000,1386.0,1.0,1 days 00:00:00.000000000,,,
71922,8574.0,2.0,2 days 00:00:00.000000000,,,,,,
71982,,,,2989.0,1.0,0 days 00:00:00.000000000,,,
71996,5457.0,1.0,2 days 00:00:00.000000000,17351.0,1.0,0 days 00:00:00.000000000,,,
72025,2534.0,1.0,1 days 00:00:00.000000000,,,,,,
72061,,,,7018.0,2.0,2 days 00:00:00.000000000,3054.0,1.0,1 days 00:00:00.000000000
72165,,,,,,,4224.0,1.0,1 days 00:00:00.000000000
72186,,,,2327.0,1.0,0 days 00:00:00.000000000,,,
72253,3054.0,1.0,0 days 00:00:00.000000000,5523.0,2.0,0 days 00:00:00.000000000,,,
72648,1949.0,1.0,1 days 00:00:00.000000000,6713.0,3.0,2 days 00:00:00.000000000,,,
72656,23910.0,2.0,4 days 00:00:00.000000000,,,,,,
72674,11384.0,1.0,3 days 00:00:00.000000000,,,,,,
